TABLE_NAME                    ,COLUMN_NAME                   ,DATA_LENGTH
ZXM7                          ,NULIGN                        ,22
ZXM7                          ,SOCDOS                        ,3
ZXM7                          ,PGPDOS                        ,22
ZXM7                          ,CODLAN                        ,2
ZXM7                          ,TYPCPT                        ,3
ZXM7                          ,DATOUV                        ,7
ZXM7                          ,DTFERM                        ,7
ZXM7                          ,SOLCPT                        ,22
ZXM7                          ,SOLCTH                        ,22
ZXM7                          ,SOLCHE                        ,22
ZXM7                          ,DTUTIL                        ,7
ZXM7                          ,DTFIN                         ,7
ZXM7                          ,MODELR                        ,3
ZXM7                          ,REPELR                        ,3
ZXM7                          ,LIBELL                        ,45
ZXM7                          ,IDGPRG                        ,22
ZXM7                          ,SOCCLE                        ,3
ZXM7                          ,MATRIC                        ,12
ZXM7                          ,NUDOSP                        ,22
ZXM7                          ,IDSITU                        ,2
ZXM7                          ,PERPAI                        ,8
ZXM7                          ,USAGEP                        ,1
ZXM7                          ,NUMTRT                        ,1
ZXM7                          ,NUMBUL                        ,2
ZXM7                          ,TIMEST                        ,7
ZXMI                          ,NUDOSS                        ,22
ZXMI                          ,SOCDOS                        ,3
ZXMI                          ,PGPDOS                        ,22
ZXMI                          ,CDNORM                        ,8
ZXMI                          ,CDVERS                        ,3
ZXMI                          ,DATD0J                        ,7
ZXMI                          ,DATF0J                        ,7
ZXMI                          ,D05005                        ,7
ZXMI                          ,E11001                        ,8
ZXMI                          ,IDMDL6                        ,3
ZXMI                          ,V00007                        ,2
ZXMI                          ,CODLOT                        ,8
ZXMI                          ,IDESOC                        ,3
ZXMI                          ,IDEMAT                        ,12
ZXMI                          ,NUGEST                        ,22
ZXMI                          ,D40001                        ,7
ZXMI                          ,X40009                        ,20
ZXMI                          ,FLEXCL                        ,1
ZXMI                          ,V40025                        ,2
ZXMI                          ,FLPDEC                        ,1
ZXMI                          ,TYPS89                        ,2
ZXMI                          ,X40006                        ,120
ZXMI                          ,D40010                        ,7
ZXMI                          ,Z40018                        ,3
ZXMI                          ,W40018                        ,3
ZXMI                          ,V40018                        ,3
ZXMI                          ,Z40020                        ,3
ZXMI                          ,W40020                        ,2
ZXMI                          ,V40020                        ,3
ZXMI                          ,Z40026                        ,3
ZXMI                          ,W40026                        ,15
ZXMI                          ,V40026                        ,2
ZXMI                          ,X40027                        ,6
ZXMI                          ,X40028                        ,20
ZXMI                          ,Z40029                        ,3
ZXMI                          ,W40029                        ,15
ZXMI                          ,V40029                        ,2
ZXMI                          ,D40030                        ,7
ZXMI                          ,D40031                        ,7
ZXMI                          ,D40032                        ,7
ZXMI                          ,X40033                        ,10
ZXMI                          ,Z40035                        ,3
ZXMI                          ,W40035                        ,15
ZXMI                          ,V40035                        ,3
ZXMI                          ,V40036                        ,2
ZXMI                          ,V40037                        ,2
ZXMI                          ,Z40038                        ,3
ZXMI                          ,W40038                        ,15
ZXMI                          ,V40038                        ,5
ZXMI                          ,Z40039                        ,3
ZXMI                          ,W40039                        ,5
ZXMI                          ,V40039                        ,5
ZXMI                          ,X40041                        ,5
ZXMI                          ,Y40041                        ,100
ZXMI                          ,N40043                        ,22
ZXMI                          ,V40045                        ,2
ZXMI                          ,Y40046                        ,14
ZXMI                          ,Z30023                        ,3
ZXMI                          ,W30023                        ,15
ZXMI                          ,V30023                        ,2
ZXMI                          ,X71A01                        ,7
ZXMI                          ,X71A02                        ,7
ZXMI                          ,X71B01                        ,7
ZXMI                          ,X71B02                        ,7
ZXMI                          ,X71C01                        ,7
ZXMI                          ,X71C02                        ,7
ZXMI                          ,N11008                        ,22
ZXMI                          ,Y11001                        ,14
ZXMI                          ,Y41012                        ,14
ZXMI                          ,DCH012                        ,7
ZXMI                          ,X41014                        ,20
ZXMI                          ,DCH014                        ,7
ZXMI                          ,D41021                        ,7
ZXMI                          ,AAAAMM                        ,6
ZXMI                          ,DT40FN                        ,7
ZXMI                          ,MDRAPP                        ,6
ZXMI                          ,BRETRO                        ,1
ZXMI                          ,DTRAPI                        ,7
ZXMI                          ,ZOUT01                        ,15
ZXMI                          ,ZOUT02                        ,15
ZXMI                          ,FILUT1                        ,15
ZXMI                          ,FILUT2                        ,15
ZXMI                          ,TAUDGI                        ,22
ZXMI                          ,TYPDGI                        ,2
ZXMI                          ,X50008                        ,18
ZXMI                          ,D50010                        ,7
ZXMI                          ,Z40066                        ,3
ZXMI                          ,W40066                        ,8
ZXMI                          ,V40066                        ,2
ZXMI                          ,PERPAI                        ,8
ZXMJ                          ,NUDOSS                        ,22
ZXMJ                          ,NULIGN                        ,22
ZXMJ                          ,NULIGS                        ,22
ZXMJ                          ,NULIGP                        ,22
ZXMJ                          ,TEACTI                        ,1
ZXMJ                          ,DATXXX                        ,7
ZXMJ                          ,SOCDOS                        ,3
ZXMJ                          ,PGPDOS                        ,22
ZXMJ                          ,DATEFF                        ,7
ZXMJ                          ,Z40002                        ,3
ZXMJ                          ,W40002                        ,15
ZXMJ                          ,V40002                        ,2
ZXMJ                          ,Z40003                        ,3
ZXMJ                          ,W40003                        ,15
ZXMJ                          ,V40003                        ,2
ZXMJ                          ,Y40004                        ,4
ZXMJ                          ,V40005                        ,6
ZXMJ                          ,Z40007                        ,3
ZXMJ                          ,W40007                        ,15
ZXMJ                          ,V40007                        ,2
ZXMJ                          ,Z40008                        ,3
ZXMJ                          ,W40008                        ,15
ZXMJ                          ,V40008                        ,2
ZXMJ                          ,V40011                        ,2
ZXMJ                          ,N40012                        ,22
ZXMJ                          ,N40013                        ,22
ZXMJ                          ,Z40014                        ,3
ZXMJ                          ,W40014                        ,15
ZXMJ                          ,V40014                        ,2
ZXMJ                          ,M40015                        ,22
ZXMJ                          ,V40016                        ,2
ZXMJ                          ,Z40017                        ,3
ZXMJ                          ,W40017                        ,15
ZXMJ                          ,V40017                        ,4
ZXMJ                          ,Y40019                        ,14
ZXMJ                          ,E40019                        ,8
ZXMJ                          ,Y41012                        ,14
ZXMJ                          ,E41012                        ,8
ZXMJ                          ,Z40021                        ,3
ZXMJ                          ,W40021                        ,15
ZXMJ                          ,V40021                        ,2
ZXMJ                          ,V40022                        ,2
ZXMJ                          ,Y40022                        ,18
ZXMJ                          ,N40023                        ,22
ZXMJ                          ,Z40024                        ,3
ZXMJ                          ,W40024                        ,15
ZXMJ                          ,V40024                        ,2
ZXMJ                          ,Y40040                        ,6
ZXMJ                          ,Z40042                        ,3
ZXMJ                          ,W40042                        ,15
ZXMJ                          ,V40042                        ,2
ZXMJ                          ,V40044                        ,2
ZXMJ                          ,IDMDL6                        ,3
ZXMJ                          ,CDINSE                        ,5
ZXMJ                          ,PERPAI                        ,8
ZXMJ                          ,N40054                        ,22
ZXMJ                          ,N40055                        ,22
ZXMJ                          ,N40059                        ,22
ZXMJ                          ,N40070                        ,22
ZXMJ                          ,N40075                        ,22
ZXMJ                          ,V40018                        ,3
ZXMJ                          ,V40020                        ,3
ZXMJ                          ,V40052                        ,4
ZXMJ                          ,V40053                        ,2
ZXMJ                          ,V40056                        ,2
ZXMJ                          ,V40057                        ,4
ZXMJ                          ,V40058                        ,22
ZXMJ                          ,V40060                        ,4
ZXMJ                          ,V40061                        ,4
ZXMJ                          ,V40062                        ,2
ZXMJ                          ,V40063                        ,4
ZXMJ                          ,V40064                        ,4
ZXMJ                          ,V40065                        ,4
ZXMJ                          ,V40066                        ,2
ZXMJ                          ,V40067                        ,2
ZXMJ                          ,V40069                        ,3
ZXMJ                          ,V40072                        ,2
ZXMJ                          ,V40073                        ,2
ZXMJ                          ,V40074                        ,2
ZXMJ                          ,V40076                        ,20
ZXMJ                          ,V40077                        ,2
ZXMJ                          ,V40078                        ,2
ZXMJ                          ,W40011                        ,15
ZXMJ                          ,W40018                        ,3
ZXMJ                          ,W40020                        ,2
ZXMJ                          ,W40053                        ,2
ZXMJ                          ,W40056                        ,4
ZXMJ                          ,W40066                        ,8
ZXMJ                          ,W40072                        ,4
ZXMJ                          ,Z40011                        ,3
ZXMJ                          ,Z40018                        ,3
ZXMJ                          ,Z40020                        ,3
ZXMJ                          ,Z40053                        ,3
ZXMJ                          ,Z40056                        ,3
ZXMJ                          ,Z40066                        ,3
ZXMJ                          ,Z40072                        ,3
ZXMJ                          ,N40068                        ,22
ZXMJ                          ,N40071                        ,22
ZXMJ                          ,V40026                        ,2
ZXMJ                          ,V40036                        ,2
ZXMJ                          ,V40037                        ,2
ZXMJ                          ,V40039                        ,5
ZXMJ                          ,W40026                        ,15
ZXMJ                          ,W40039                        ,5
ZXMJ                          ,X40070                        ,2
ZXMJ                          ,Y40041                        ,100
ZXMJ                          ,Z40026                        ,3
ZXMJ                          ,Z40039                        ,3
ZXMJ                          ,N40080                        ,22
ZXMJ                          ,X40071                        ,8
ZXMJ                          ,X40079                        ,5
ZXMJ                          ,X40081                        ,9
ZXMM                          ,NUDOSS                        ,22
ZXMM                          ,NULIGN                        ,22
ZXMM                          ,SOCDOS                        ,3
ZXMM                          ,PGPDOS                        ,22
ZXMM                          ,ORDLIG                        ,22
ZXMM                          ,CPTDSN                        ,15
ZXMM                          ,CODRUB                        ,3
ZXMM                          ,SOURCE                        ,1
ZXMM                          ,CATEGO                        ,3
ZXMM                          ,TYPCOD                        ,4
ZXMM                          ,TYPPAR                        ,4
ZXMM                          ,MONTA1                        ,22
ZXMM                          ,MONTA2                        ,22
ZXMM                          ,MONTA3                        ,22
ZXMM                          ,UNIMES                        ,2
ZXMM                          ,ROLDT1                        ,2
ZXMM                          ,DATE01                        ,7
ZXMM                          ,ROLDT2                        ,2
ZXMM                          ,DATE02                        ,7
ZXMM                          ,DTDEBO                        ,7
ZXMM                          ,DTFINO                        ,7
ZXMM                          ,IDOPSD                        ,14
ZXMM                          ,TYPORG                        ,2
ZXMM                          ,V23002                        ,3
ZXMM                          ,CDINSE                        ,5
ZXMM                          ,TAUEFF                        ,22
ZXMM                          ,CDASSI                        ,3
ZXMM                          ,IDTRAN                        ,1
ZXMM                          ,CODDEC                        ,10
ZXMM                          ,PERPAI                        ,8
ZXMM                          ,TAUXAT                        ,22
ZXMM                          ,ENTAFF                        ,14
ZY19                          ,NUDOSS                        ,22
ZY19                          ,SOCDOS                        ,3
ZY19                          ,PGPDOS                        ,22
ZY19                          ,DATAN1                        ,7
ZY19                          ,TYENFP                        ,6
ZY19                          ,DATAN2                        ,7
ZY19                          ,DATAN3                        ,7
ZY19                          ,DATAN4                        ,7
ZY19                          ,DATAN5                        ,7
ZY19                          ,DATAN6                        ,7
ZY19                          ,DATAN7                        ,7
ZY19                          ,DATAN8                        ,7
ZY19                          ,DATAN9                        ,7
ZY19                          ,DATAN0                        ,7
ZY19                          ,TYPTRI                        ,2
ZY19                          ,NOTRIE                        ,22
ZY19                          ,DTBACK                        ,7
ZY19                          ,DTCY01                        ,7
ZY19                          ,DTCY02                        ,7
ZY19                          ,DTRT00                        ,7
ZY19                          ,DTRTPR                        ,7
ZY19                          ,DATECP                        ,7
ZY1M                          ,NUDOSS                        ,22
ZY1M                          ,NULIGN                        ,22
ZY1M                          ,NULIGS                        ,22
ZY1M                          ,NULIGP                        ,22
ZY1M                          ,TEACTI                        ,1
ZY1M                          ,SOCDOS                        ,3
ZY1M                          ,PGPDOS                        ,22
ZY1M                          ,IMMAT                         ,15
ZY1M                          ,IDCTRY                        ,3
ZY1M                          ,RESTAT                        ,2
ZY1M                          ,DATDEB                        ,7
ZY1M                          ,DATFIN                        ,7
ZY1M                          ,DATIMM                        ,7
ZY1M                          ,DTBGAS                        ,7
ZY1M                          ,PUISVH                        ,22
ZY1M                          ,TYPEVH                        ,6
ZY1M                          ,CONSTR                        ,10
ZY1M                          ,MODELE                        ,20
ZY1M                          ,YEMODE                        ,7
ZY1M                          ,CYLIND                        ,22
ZY1M                          ,FUELTY                        ,1
ZY1M                          ,VALUE                         ,22
ZY1M                          ,VALUED                        ,3
ZY1M                          ,VALUEX                        ,1
ZY1M                          ,SONDER                        ,1
ZY1M                          ,TXYR1                         ,22
ZY1M                          ,TXYR2                         ,22
ZY1M                          ,TXYR3                         ,22
ZY1M                          ,TXYR4                         ,22
ZY1M                          ,FUELI1                        ,22
ZY1M                          ,FUELI2                        ,22
ZY1M                          ,FUELI3                        ,22
ZY1M                          ,FUELI4                        ,22
ZY1M                          ,MILE1                         ,22
ZY1M                          ,MILE2                         ,22
ZY1M                          ,MILE3                         ,22
ZY1M                          ,MILE4                         ,22
ZY1M                          ,TYVEHI                        ,1
ZY1M                          ,CATEGO                        ,8
ZY1M                          ,TPSATT                        ,1
ZY1M                          ,GMSCO2                        ,22
ZY1S                          ,NUDOSS                        ,22
ZY1S                          ,NULIGN                        ,22
ZY1S                          ,NULIGS                        ,22
ZY1S                          ,NULIGP                        ,22
ZY1S                          ,TEACTI                        ,1
ZY1S                          ,DATXXX                        ,7
ZY1S                          ,SOCDOS                        ,3
ZY1S                          ,PGPDOS                        ,22
ZY1S                          ,DTEF1S                        ,7
ZY1S                          ,STEMPL                        ,1
ZY1S                          ,CGSTAT                        ,6
ZY1S                          ,RSSTAT                        ,6
ZY1S                          ,FLABGN                        ,1
ZY24                          ,NUDOSS                        ,22
ZY24                          ,NULIGN                        ,22
ZY24                          ,NULIGS                        ,22
ZY24                          ,NULIGP                        ,22
ZY24                          ,TEACTI                        ,1
ZY24                          ,SOCDOS                        ,3
ZY24                          ,PGPDOS                        ,22
ZY24                          ,NUDOSP                        ,22
ZY24                          ,TRANST                        ,3
ZY24                          ,DATEFF                        ,7
ZY24                          ,ENDDAT                        ,7
ZY24                          ,IDCONT                        ,3
ZY24                          ,DISTAN                        ,22
ZY24                          ,AMOUNT                        ,22
ZY35                          ,NUDOSS                        ,22
ZY35                          ,NULIGN                        ,22
ZY35                          ,NULIGS                        ,22
ZY35                          ,NULIGP                        ,22
ZY35                          ,TEACTI                        ,1
ZY35                          ,DATXXX                        ,7
ZY35                          ,SOCDOS                        ,3
ZY35                          ,PGPDOS                        ,22
ZY35                          ,DTEF00                        ,7
ZY35                          ,IDPS00                        ,10
ZY35                          ,IDJB00                        ,10
ZY35                          ,IDOU00                        ,10
ZY35                          ,RTASSI                        ,3
ZY35                          ,LBEMLG                        ,60
ZY35                          ,LBEMSH                        ,20
ZY38                          ,NUDOSS                        ,22
ZY38                          ,NULIGN                        ,22
ZY38                          ,NULIGS                        ,22
ZY38                          ,NULIGP                        ,22
ZY38                          ,TEACTI                        ,1
ZY38                          ,SOCDOS                        ,3
ZY38                          ,PGPDOS                        ,22
ZY38                          ,DTEF00                        ,7
ZY38                          ,DTEN00                        ,7
ZY38                          ,IDESTA                        ,8
ZY38                          ,FLINHE                        ,1
ZY38                          ,RSTRAN                        ,6
ZY38                          ,IDXLOC                        ,8
ZY38                          ,DTTRAN                        ,7
ZY38                          ,RSSTRE                        ,3
ZY38                          ,RSENDE                        ,3
ZY38                          ,EXTDA1                        ,7
ZY38                          ,EXTDA2                        ,7
ZY38                          ,EXTCF1                        ,1
ZY38                          ,EXTCF2                        ,1
ZY38                          ,EXTC21                        ,20
ZY38                          ,EXTC22                        ,20
ZY38                          ,EXTCO1                        ,15
ZY38                          ,EXTCO2                        ,15
ZY38                          ,EXTNU1                        ,22
ZY38                          ,EXTNU2                        ,22
ZY38                          ,EXT100                        ,100
ZY3B                          ,NUDOSS                        ,22
ZY3B                          ,NULIGN                        ,22
ZY3B                          ,NULIGS                        ,22
ZY3B                          ,NULIGP                        ,22
ZY3B                          ,TEACTI                        ,1
ZY3B                          ,SOCDOS                        ,3
ZY3B                          ,PGPDOS                        ,22
ZY3B                          ,IDPS00                        ,10
ZY3B                          ,IDJB00                        ,10
ZY3B                          ,IDOU00                        ,10
ZY3B                          ,DTEF00                        ,7
ZY3B                          ,DTEN00                        ,7
ZY3B                          ,DTBSUN                        ,7
ZY3B                          ,NUMREQ                        ,22
ZY3B                          ,TYASSI                        ,1
ZY3B                          ,RTASSI                        ,22
ZY3B                          ,IDCONT                        ,3
ZY3B                          ,NBASHR                        ,22
ZY3B                          ,NBFTES                        ,22
ZY3B                          ,RSCHGE                        ,3
ZY3B                          ,FLPSOW                        ,1
ZY3B                          ,DTJBSE                        ,7
ZY3B                          ,DTPSSE                        ,7
ZY3B                          ,DTOUSE                        ,7
ZY3B                          ,IDPROC                        ,3
ZY3B                          ,IDPRCR                        ,3
ZY3B                          ,FLAROR                        ,1
ZY3B                          ,DTBGIN                        ,7
ZY3B                          ,NUMARR                        ,15
ZY3B                          ,VALIDE                        ,1
ZY3B                          ,EMPBUD                        ,15
ZY3B                          ,EXTDA1                        ,7
ZY3B                          ,EXTDA2                        ,7
ZY3B                          ,EXTCF1                        ,1
ZY3B                          ,EXTCF2                        ,1
ZY3B                          ,EXTC21                        ,20
ZY3B                          ,EXTC22                        ,20
ZY3B                          ,EXTCO1                        ,15
ZY3B                          ,EXTCO2                        ,15
ZY3B                          ,EXTNU1                        ,22
ZY3B                          ,EXTNU2                        ,22
ZY3B                          ,TXCOMM                        ,200
ZY3B                          ,FLBENE                        ,1
ZY3B                          ,IDJBLG                        ,40
ZY3B                          ,IDOULG                        ,40
ZY3B                          ,LBJBTL                        ,60
ZY3B                          ,FLLBJB                        ,1
ZY3B                          ,LBJBLG                        ,60
ZY3B                          ,IDWKGP                        ,10
ZY3B                          ,IDEELV                        ,10
ZY3B                          ,IDSLRG                        ,6
ZY3B                          ,WLSLRG                        ,3
ZY4K                          ,NUDOSS                        ,22
ZY4K                          ,NULIGN                        ,22
ZY4K                          ,NULIGS                        ,22
ZY4K                          ,NULIGP                        ,22
ZY4K                          ,TEACTI                        ,1
ZY4K                          ,SOCDOS                        ,3
ZY4K                          ,PGPDOS                        ,22
ZY4K                          ,IDGLCY                        ,15
ZY4K                          ,IDPOCR                        ,15
ZY4K                          ,IDPOCF                        ,9
ZY4K                          ,IDGLAR                        ,15
ZY4K                          ,IDGLAF                        ,10
ZY4K                          ,IDSUAR                        ,15
ZY4K                          ,IDSUAF                        ,10
ZY4K                          ,DTEF00                        ,7
ZY4K                          ,DTEN00                        ,7
ZY4K                          ,IDCONT                        ,3
ZY4K                          ,RTDIST                        ,22
ZY4K                          ,FLINHE                        ,1
ZY5G                          ,NUDOSS                        ,22
ZY5G                          ,NULIGN                        ,22
ZY5G                          ,NULIGS                        ,22
ZY5G                          ,NULIGP                        ,22
ZY5G                          ,TEACTI                        ,1
ZY5G                          ,SOCDOS                        ,3
ZY5G                          ,PGPDOS                        ,22
ZY5G                          ,IDCONT                        ,3
ZY5G                          ,DATDEB                        ,7
ZY5G                          ,DATFIN                        ,7
ZY5G                          ,CODE                          ,4
ZY5G                          ,INDCYC                        ,22
ZY5G                          ,FLTIME                        ,1
ZY5G                          ,XIMPUT                        ,22
ZYAF                          ,NUDOSS                        ,22
ZYAF                          ,NULIGN                        ,22
ZYAF                          ,SOCDOS                        ,3
ZYAF                          ,PGPDOS                        ,22
ZYAF                          ,DATAFF                        ,7
ZYAF                          ,CDINFO                        ,2
ZYAF                          ,TYASSI                        ,1
ZYAF                          ,IDOU00                        ,10
ZYAF                          ,IDPS00                        ,10
ZYAF                          ,IDJB00                        ,10
ZYAF                          ,TYTRST                        ,3
ZYAF                          ,DATFIN                        ,7
ZYAF                          ,ETABLI                        ,8
ZYAF                          ,ETABSH                        ,18
ZYAF                          ,ETABND                        ,22
ZYAF                          ,IDCONT                        ,3
ZYAF                          ,DIRECT                        ,10
ZYAF                          ,SERVIC                        ,10
ZYAF                          ,SECTIO                        ,10
ZYAF                          ,SOUSEC                        ,10
ZYAF                          ,LEVEL5                        ,10
ZYAF                          ,LEVEL6                        ,10
ZYAF                          ,LEVEL7                        ,10
ZYAF                          ,LEVEL8                        ,10
ZYAF                          ,LEVEL9                        ,10
ZYAF                          ,LEVELA                        ,10
ZYAF                          ,LEVELB                        ,10
ZYAF                          ,LEVELC                        ,10
ZYAF                          ,TAUAFF                        ,22
ZYAF                          ,LBPSSH                        ,20
ZYAF                          ,LBOUSH                        ,25
ZYAF                          ,IDOS00                        ,3
ZYAF                          ,LBOSSH                        ,18
ZYAF                          ,MANNAM                        ,50
ZYAF                          ,IDRG00                        ,10
ZYAF                          ,LBRGSH                        ,25
ZYAF                          ,IDCY00                        ,3
ZYAF                          ,LBCYSH                        ,18
ZYAF                          ,LBJBSH                        ,20
ZYAF                          ,DTJBSE                        ,7
ZYAF                          ,DTPSSE                        ,7
ZYAF                          ,DTOUSE                        ,7
ZYAG                          ,NUDOSS                        ,22
ZYAG                          ,NULIGN                        ,22
ZYAG                          ,SOCDOS                        ,3
ZYAG                          ,PGPDOS                        ,22
ZYAG                          ,DATDEB                        ,7
ZYAG                          ,MOTIFA                        ,3
ZYAG                          ,HRSDEB                        ,22
ZYAG                          ,DATFIN                        ,7
ZYAG                          ,HRSFIN                        ,22
ZYAG                          ,TEMDEB                        ,1
ZYAG                          ,TEMFIN                        ,1
ZYAG                          ,GESTIO                        ,1
ZYAG                          ,PROLON                        ,1
ZYAG                          ,DTRECH                        ,7
ZYAG                          ,UNITE1                        ,22
ZYAG                          ,TEMTR1                        ,1
ZYAG                          ,UNITE2                        ,22
ZYAG                          ,TEMTR2                        ,1
ZYAG                          ,ELEMAT                        ,2
ZYAG                          ,DATUT1                        ,7
ZYAG                          ,DATUT2                        ,7
ZYAG                          ,SUITUT                        ,8
ZYAG                          ,TESELE                        ,1
ZYAG                          ,NBHEUR                        ,22
ZYAG                          ,POURCE                        ,22
ZYAG                          ,IDLVSR                        ,6
ZYAG                          ,IDRTST                        ,1
ZYAG                          ,IDRTSC                        ,6
ZYAG                          ,IDRTSR                        ,6
ZYAG                          ,RSABSE                        ,3
ZYAG                          ,TYABEX                        ,1
ZYAG                          ,NAABPD                        ,1
ZYAG                          ,NUMARR                        ,15
ZYAG                          ,VALIDE                        ,1
ZYAG                          ,IDZYES                        ,22
ZYAG                          ,DATUT3                        ,7
ZYAG                          ,DATUT4                        ,7
ZYAG                          ,DATUT5                        ,7
ZYAG                          ,DATUT6                        ,7
ZYAG                          ,DATUT7                        ,7
ZYAG                          ,DATUT8                        ,7
ZYAG                          ,DATUT9                        ,7
ZYAG                          ,FLGUT2                        ,1
ZYAG                          ,FLGUT3                        ,1
ZYAG                          ,NBRUT1                        ,22
ZYAG                          ,NBRUT2                        ,22
ZYAG                          ,NBRUT3                        ,22
ZYAG                          ,NBRUT4                        ,22
ZYAG                          ,FLGINT                        ,1
ZYAG                          ,FLGFUL                        ,1
ZYAG                          ,DRPRAA                        ,22
ZYAG                          ,DRPRMM                        ,22
ZYAG                          ,DRPRJJ                        ,22
ZYAG                          ,FLFINP                        ,1
ZYAG                          ,FLIMPU                        ,1
ZYAG                          ,FLCONG                        ,1
ZYAG                          ,STAB00                        ,2
ZYAG                          ,DTMEDI                        ,7
ZYAG                          ,BLOB01                        ,1
ZYAG                          ,NUMAR2                        ,15
ZYAG                          ,FLAB01                        ,1
ZYAG                          ,FLAB02                        ,1
ZYAG                          ,FLAB03                        ,1
ZYAG                          ,DURATN                        ,22
ZYAG                          ,FLAGEB                        ,1
ZYAG                          ,FLCONB                        ,1
ZYAG                          ,IDEVET                        ,15
ZYAG                          ,NATDEC                        ,10
ZYAG                          ,VALIDD                        ,1
ZYAR                          ,NUDOSS                        ,22
ZYAR                          ,NULIGN                        ,22
ZYAR                          ,NULIGS                        ,22
ZYAR                          ,NULIGP                        ,22
ZYAR                          ,TEACTI                        ,1
ZYAR                          ,DATXXX                        ,7
ZYAR                          ,SOCDOS                        ,3
ZYAR                          ,PGPDOS                        ,22
ZYAR                          ,DATCRM                        ,7
ZYAR                          ,REFCRM                        ,18
ZYAR                          ,DATDEB                        ,7
ZYAR                          ,DTFNJR                        ,7
ZYAR                          ,PASTAU                        ,22
ZYAR                          ,TAUPAS                        ,5
ZYAR                          ,TEMTAU                        ,1
ZYAR                          ,TYPBAR                        ,1
ZYAR                          ,TEMBCH                        ,1
ZYAR                          ,DATDIS                        ,7
ZYAR                          ,TEMENR                        ,1
ZYAU                          ,NUDOSS                        ,22
ZYAU                          ,NULIGN                        ,22
ZYAU                          ,NULIGS                        ,22
ZYAU                          ,NULIGP                        ,22
ZYAU                          ,TEACTI                        ,1
ZYAU                          ,SOCDOS                        ,3
ZYAU                          ,PGPDOS                        ,22
ZYAU                          ,DATEFF                        ,7
ZYAU                          ,NUMORD                        ,22
ZYAU                          ,RUBAUG                        ,3
ZYAU                          ,NBRATE                        ,3
ZYAU                          ,IDRATE                        ,6
ZYAU                          ,FLOVER                        ,1
ZYAU                          ,IDCUR                         ,3
ZYAU                          ,IDCURX                        ,1
ZYAU                          ,DUCMQF                        ,2
ZYAU                          ,DUPAY0                        ,2
ZYAU                          ,MTSAL                         ,22
ZYAU                          ,MTSAR                         ,22
ZYAU                          ,MTSARD                        ,3
ZYAU                          ,MTSARX                        ,1
ZYAU                          ,DUBNQF                        ,2
ZYAU                          ,AMBNF                         ,22
ZYAU                          ,NBSTHW                        ,22
ZYAU                          ,CMOTIF                        ,3
ZYAU                          ,MTAUG                         ,22
ZYAU                          ,TAUAUG                        ,22
ZYAU                          ,ZONEUT                        ,10
ZYAU                          ,VALIDE                        ,1
ZYAU                          ,DATFIN                        ,7
ZYAU                          ,FLPAYB                        ,1
ZYAU                          ,AMHRL                         ,22
ZYAU                          ,AMHRR                         ,22
ZYAU                          ,AMHRRD                        ,3
ZYAU                          ,AMHRRX                        ,1
ZYAU                          ,AMPYP                         ,22
ZYAU                          ,AMANN                         ,22
ZYAU                          ,AMANR                         ,22
ZYAU                          ,AMANRD                        ,3
ZYAU                          ,AMANRX                        ,1
ZYAU                          ,NUMARR                        ,15
ZYAU                          ,TXCOMM                        ,200
ZYAU                          ,TEMLI1                        ,1
ZYAU                          ,MTVA1                         ,22
ZYAU                          ,PBONUS                        ,22
ZYAU                          ,NBPERP                        ,22
ZYAU                          ,MTSAT                         ,22
ZYAU                          ,MTVA2                         ,22
ZYAU                          ,MTVA3                         ,22
ZYAU                          ,TEMLI2                        ,1
ZYAU                          ,TEMLI3                        ,1
ZYAU                          ,FLGPRO                        ,1
ZYCA                          ,NUDOSS                        ,22
ZYCA                          ,NULIGN                        ,22
ZYCA                          ,NULIGS                        ,22
ZYCA                          ,NULIGP                        ,22
ZYCA                          ,TEACTI                        ,1
ZYCA                          ,SOCDOS                        ,3
ZYCA                          ,PGPDOS                        ,22
ZYCA                          ,DATEFF                        ,7
ZYCA                          ,DATFIN                        ,7
ZYCA                          ,QUALIF                        ,8
ZYCA                          ,CLASSI                        ,8
ZYCA                          ,TYPPAI                        ,1
ZYCA                          ,HORAIR                        ,22
ZYCA                          ,CODGRO                        ,1
ZYCA                          ,MOTPRO                        ,3
ZYCA                          ,NOORDR                        ,6
ZYCA                          ,CODNAT                        ,3
ZYCA                          ,GRCONV                        ,15
ZYCA                          ,POSITI                        ,2
ZYCA                          ,INDICE                        ,3
ZYCA                          ,FILLE1                        ,3
ZYCA                          ,COEFFI                        ,4
ZYCA                          ,NIVEAU                        ,1
ZYCA                          ,ECHELO                        ,1
ZYCA                          ,FILLE2                        ,2
ZYCA                          ,COCONV                        ,8
ZYCA                          ,REGSPE                        ,2
ZYCA                          ,TYPREG                        ,1
ZYCA                          ,FILLE3                        ,2
ZYCA                          ,SITPRO                        ,8
ZYCA                          ,INIDAT                        ,7
ZYCA                          ,REDIKO                        ,11
ZYCA                          ,FLBLOC                        ,1
ZYCA                          ,FKCODE                        ,3
ZYCA                          ,FKTRDE                        ,3
ZYCA                          ,FKGRDE                        ,3
ZYCA                          ,FKLVDE                        ,2
ZYCA                          ,FLHVAC                        ,1
ZYCA                          ,CDCIA                         ,3
ZYCA                          ,PAYQUA                        ,8
ZYCA                          ,DTALIV                        ,7
ZYCA                          ,DTACAT                        ,7
